v1,v2,,,
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,,,
not spam,Will you come online today night,,,
not spam,Then anything special?,,,
not spam,"I'm in solihull, | do you want anything?",,,
not spam,Will do. Have a good day,,,
not spam,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,,,
not spam,Love that holiday Monday feeling even if I have to go to the dentists in an hour,,,
not spam,I am on the way to tirupur.,,,
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",,,
not spam,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,,,
not spam,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,,,
not spam,"Just dropped em off, omw back now",,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
not spam,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,,,
not spam,Re your call; You didn't see my facebook huh?,,,
not spam,"G says you never answer your texts, confirm/deny",,,
not spam,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",,,
not spam,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,
not spam,Oh yah... We never cancel leh... Haha ,,,
not spam,We can go 4 e normal pilates after our intro...  ,,,
not spam,Ok... Let u noe when i leave my house.,,,
not spam,"Oh yes, why is it like torture watching england?",,,
not spam,Wanna do some art?! :D,,,
not spam,Just hopeing that wasnï¿½ï¿½ï¿½t too pissed up to remember and has gone off to his sisters or some,,,
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",,,
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",,,
not spam,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",,,
not spam,Match started.india  &lt;#&gt;  for 2,,,
not spam,Once free call me sir.,,,
not spam,Hey do you want anything to buy:),,,
not spam,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",,,
not spam,K..k.:)congratulation ..,,,
not spam,G wants to know where the fuck you are,,,
not spam,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,
not spam,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,,,
not spam,ýý go home liao? Ask dad to pick me up at 6...,,,
not spam,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,,,
not spam,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",,,
not spam,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,,,
not spam,Wrong phone! This phone! I answer this one but assume the other is people i don't well,,,
not spam,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",,,
not spam,I'm already back home so no probably not,,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed ï¿½ï¿½1000 CASH or ï¿½ï¿½2000 gift. Speak to a live opera,,,
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",,,
not spam,I am in bus on the way to calicut,,,
not spam,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,,,
not spam,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,,,
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",,,
not spam,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,,,
not spam,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,,,
not spam,Doing my masters. When will you buy a bb cos i have for sale and how's bf,,,
not spam,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,
not spam,I'm vivek:)i got call from your number.,,,
not spam,Why didn't u call on your lunch?,,,
not spam,"What i mean was i left too early to check, cos i'm working a 9-6.",,,
not spam,I want  &lt;#&gt;  rs da:)do you have it?,,,
not spam,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,
not spam,Yup ok...,,,
not spam,I want to see your pretty pussy...,,,
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,,,
not spam,"A few people are at the game, I'm at the mall with iouri and kaila",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ï¿½ï¿½2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs ,,,
spam,You can donate ï¿½ï¿½2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ï¿½ï¿½2.50 will be added to your n,,,
not spam,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,,,
not spam,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,
not spam,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
not spam,Hey come online! Use msn... We are all there,,,
not spam,I'm fine. Hope you are good. Do take care.,,,
not spam,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,,,
not spam,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,,,
not spam,Yar... I tot u knew dis would happen long ago already.,,,
not spam,You are gorgeous! keep those pix cumming :) thank you!,,,
not spam,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,
not spam,JADE ITS PAUL. Y DIDNï¿½ï¿½T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TX,,,
not spam,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),,,
not spam,So what u doing today?,,,
not spam,I said its okay. Sorry,,,
not spam,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,,,
not spam,Networking job is there.,,,
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,,,
not spam,Dont let studying stress you out. L8r.,,,
not spam,That's y u haf 2 keep me busy...,,,
not spam,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
not spam,Which channel:-):-):):-).,,,
not spam,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,,,
spam,Phony ï¿½ï¿½350 award - Todays Voda numbers ending XXXX are selected to receive a ï¿½ï¿½350 award. If you have a match please call 08712300220 quoting claim code 3100 standard r,,,
not spam,"We made it! Eta at taunton is 12:30 as planned, hope thatï¿½ï¿½ï¿½s still okday?! Good to see you",,,
not spam,I'm hungry buy smth home...,,,
not spam,\HEY KATE," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
not spam,My drive can only be read. I need to write,,,
not spam,"Just looked it up and addie goes back Monday, sucks to be her",,,
not spam,Happy new year. Hope you are having a good semester,,,
not spam,Esplanade lor. Where else...,,,
not spam,Can you talk with me..,,,
not spam,"Hmph. Go head, big baller.",,,
not spam,Well its not like you actually called someone a punto. That woulda been worse.,,,
not spam,"Nope. Since ayo travelled, he has forgotten his guy",,,
not spam,You still around? Looking to pick up later,,,
spam,CDs 4u: Congratulations ur awarded ï¿½ï¿½500 of CD gift vouchers or ï¿½ï¿½125 gift guaranteed & Freeentry 2 ï¿½ï¿½100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win15,,,
not spam,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,,,
not spam,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,,,
not spam,ILL B DOWN SOON,,,
not spam,Oh k. . I will come tomorrow,,,
not spam,Go fool dont cheat others ok,,,
not spam,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
not spam,"By the way, 'rencontre' is to meet again. Mountains dont....",,,
spam,You have WON a guaranteed ï¿½ï¿½1000 cash or a ï¿½ï¿½2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm ,,,
not spam,U attend ur driving lesson how many times a wk n which day?,,,
not spam,"Uncle G, just checking up on you. Do have a rewarding month",,,
not spam,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,
not spam,I think the other two still need to get cash but we can def be ready by 9,,,
not spam,Hey gals...U all wanna meet 4 dinner at nï¿½ï¿½,,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
not spam,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,,,
not spam,Great! How is the office today?,,,
not spam,"It's cool, we can last a little while. Getting more any time soon?",,,
not spam,:-( sad puppy noise,,,
not spam,Yes its possible but dint try. Pls dont tell to any one k,,,
not spam,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,,,
not spam,Where you. What happen,,,
not spam,I was gonna ask you lol but i think its at 7,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
not spam,Go chase after her and run her over while she's crossing the street,,,
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
not spam,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
not spam,Hey... Very inconvenient for your sis a not huh?,,,
not spam,Ok i vl..do u know i got adsense approved..,,,
not spam,"* Was really good to see you the other day dudette, been missing you!",,,
not spam,I want to go to perumbavoor,,,
not spam,How many times i told in the stage all use to laugh. You not listen aha.,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
not spam,(You didn't hear it from me),,,
not spam,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
not spam,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
not spam,She ran off with a younger man. we will make pretty babies together :),,,
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
not spam,O ic lol. Should play 9 doors sometime yo,,,
not spam,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,
not spam,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
not spam,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
not spam,Hmmm.still we dont have opener?,,,
not spam,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,
not spam,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
not spam,I will vote for wherever my heart guides me,,,
not spam,With my sis lor... We juz watched italian job.,,,
not spam,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
not spam,Lmao you know me so well...,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
not spam,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
not spam,Goodnight da thangam I really miss u dear.,,,
not spam,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
not spam,"Geeeee ... Your internet is really bad today, eh ?",,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
not spam,I think i am disturbing her da,,,
not spam,"Sorry, I'll call you  later. I am in meeting sir.",,,
not spam,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
not spam,Ok i also wan 2 watch e 9 pm show...,,,
not spam,I dunno lei... Like dun haf...,,,
not spam,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,
not spam,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
spam,83039 62735=ï¿½ï¿½450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15,,,
not spam,Talk to g and x about that,,,
not spam,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
not spam,As in different styles?,,,
spam,WIN a ï¿½ï¿½200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 ï¿½ï¿½1.50per,,,
not spam,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
not spam,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either ï¿½ï¿½1000 cash or ï¿½ï¿½200 prize. Just call 090",,,
not spam,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
not spam,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
not spam,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
not spam,\Keep ur problems in ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
not spam,"Yeah, give me a call if you've got a minute",,,
not spam,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS ï¿½ï¿½ FUCKINNICE!SEL,DEVIOUSBITCH.ANYWAY,"Iï¿½ï¿½L CAL""""",
not spam,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,
not spam,Aiya we discuss later lar... Pick ï¿½_ up at 4 is i,,,
not spam,Hey happy birthday...,,,
not spam,Sorry i missed your call. Can you please call back.,,,
not spam,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
not spam,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",,,
not spam,I wont do anything de.,,,
not spam,What type of stuff do you sing?,,,
not spam,"St andre, virgil's cream",,,
not spam,No no. I will check all rooms befor activities,,,
not spam,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
not spam,Gokila is talking with you aha:),,,
not spam,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
not spam,K.k.this month kotees birthday know?,,,
not spam,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,,,
not spam,Sorry about that this is my mates phone and i didnt write it love Kate,,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
not spam,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
not spam,"Aight, call me once you're close",,,
not spam,Nope thats fine. I might have a nap tho! ,,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
not spam,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,
not spam,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
not spam,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
not spam,Ding me on ya break fassyole! Blacko from londn,,,
not spam,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
not spam,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
not spam,Oh you got many responsibilities.,,,
spam,You have 1 new message. Please call 08715205273,,,
not spam,I've reached sch already...,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,,,
not spam,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
not spam,Argh why the fuck is nobody in town ;_;,,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
not spam,Thanks. Fills me with complete calm and reassurance! ,,,
not spam,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
not spam,Are you driving or training?,,,
not spam,Lol for real. She told my dad I have cancer,,,
spam,PRIVATE! Your 2003 Account Statement for 078,,,
not spam,"Oops I did have it,  &lt;#&gt; ?",,,
not spam,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
not spam,"Hi Chikku, send some nice msgs",,,
not spam,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
not spam,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
not spam,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
not spam,Cuz ibored. And don wanna study,,,
not spam,Wot about on wed nite I am 3 then but only til 9!,,,
not spam,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
not spam,Any way where are you and what doing.,,,
not spam,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
not spam,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
not spam,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
not spam,Sday only joined.so training we started today:),,,
not spam,Sorry * was at the grocers.,,,
not spam,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or ï¿½ï¿½5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costï¿½ï¿½1.50/pm, M",,,
not spam,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
not spam,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
not spam,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
not spam,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
not spam,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,,,
not spam,I'm in office now da:)where are you?,,,
not spam,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
not spam,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ï¿½ï¿½33:50 only with The Scotsman this Saturday. To stop go2 notxt.c,,,
not spam,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
not spam,Pls call me da. What happen.,,,
not spam,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
not spam,No problem with the renewal. I.ll do it right away but i dont know his details.,,,
not spam,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
not spam,Haven't left yet so probably gonna be here til dinner,,,
not spam,"Like  &lt;#&gt; , same question",,,
not spam,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
not spam,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
not spam,K k:) sms chat with me.,,,
not spam,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,
not spam,No but the bluray player can,,,
not spam,Ok... Then r we meeting later?,,,
not spam,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
not spam,Just send a text. We'll skype later.,,,
not spam,Ok leave no need to ask,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
not spam,ýý still got lessons?  ýý in sch?,,,
not spam,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
not spam,Oh did you charge camera,,,
not spam,"Iï¿½ï¿½ï¿½ve got some salt, you can rub it in my open wounds if you",,,
not spam,Now i'm going for lunch.,,,
not spam,I'm in school now n i'll be in da lab doing some stuff give me a call when ï¿½_ r don,,,
not spam,Oh k. . I will come tomorrow,,,
not spam,"Aight, text me tonight and we'll see what's up",,,
not spam,U 2.,,,
not spam,Water logging in desert. Geoenvironmental implications.,,,
not spam,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
not spam,Company is very good.environment is terrific and food is really nice:),,,
not spam,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
not spam,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
not spam,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,
not spam,K sure am in my relatives home. Sms me de. Pls:-),,,
not spam,I sent them. Do you like?,,,
not spam,"Fuuuuck I need to stop sleepin, sup",,,
not spam,I'm in town now so i'll jus take mrt down later.,,,
not spam,I just cooked a rather nice salmon a la you,,,
not spam,I uploaded mine to Facebook,,,
not spam,WHAT TIME U WRKIN?,,,
not spam,Okie,,,
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
not spam,"Sorry, I'll call later",,,
not spam,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
not spam,"It's wylie, you in tampa or sarasota?",,,
not spam,Ok... Take ur time n enjoy ur dinner...,,,
not spam,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
not spam,I like cheap! But iï¿½ï¿½ï¿½m happy to splash out on the wine if it makes you feel be,,,
not spam,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
not spam,Ugh my leg hurts. Musta overdid it on mon.,,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or ï¿½ï¿½5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costï¿½ï¿½1.50/pm, M",,,
not spam,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
not spam,Me fine..absolutly fine,,,
not spam,How come she can get it? Should b quite diff to guess rite...,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
not spam,I will reach ur home in  &lt;#&gt;  minutes,,,
not spam,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
not spam,Hi.what you think about match?,,,
not spam,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
not spam,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
not spam,It is only yesterday true true.,,,
not spam,K.k.how is your business now?,,,
not spam,3 pa but not selected.,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
not spam,I keep ten rs in my shelf:) buy two egg.,,,
not spam,I am late. I will be there at,,,
not spam,Well thats nice. Too bad i cant eat it,,,
not spam,I accidentally brought em home in the box,,,
not spam,Pls she needs to dat slowly or she will vomit more.,,,
not spam,I have to take exam with in march 3,,,
not spam,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
not spam,5 nights...We nt staying at port step liao...Too ex,,,
not spam,If I die I want u to have all my stuffs.,,,
not spam,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",,,
not spam,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
not spam,Prabha..i'm soryda..realy..frm heart i'm sory,,,
not spam,I re-met alex nichols from middle school and it turns out he's dealing!,,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
not spam,It means u could not keep ur words.,,,
not spam,"Nope, I'm still in the market",,,
