individualnumber,category_number,hakkedis_amt,odul_amt,response
98207258,9049,37.0,5.0,0
88030162,9056,26.0,3.0,0
96623070,9036,9.0,1.0,0
98049545,9019,31.0,3.0,0
100308999,9046,136.0,13.0,0
100513706,9000,15.0,1.0,0
94815378,9000,25.0,2.0,0
97397858,9046,85.0,8.0,0
85448389,9038,19.0,1.0,0
99330140,9059,40.0,4.0,0
102014712,9046,85.0,8.0,0
101516109,9003,7.0,1.0,0
100664948,9043,32.0,3.0,0
99901741,9020,8.0,1.0,0
93720113,9021,43.0,4.0,0
98404612,9035,27.0,2.0,0
93795130,9059,27.0,2.0,0
95127034,9036,18.0,1.0,0
99735805,9006,32.0,3.0,0
98727093,9000,15.0,1.0,0
96808293,9004,118.0,11.0,0
101518514,9048,38.0,3.0,0
90181922,9017,15.0,1.0,0
97704243,9046,85.0,8.0,0
97013782,9046,85.0,8.0,0
94927085,9017,17.0,1.0,0
88825870,9004,67.0,10.0,1
99000382,9015,21.0,2.0,0
93124892,9027,62.0,9.0,0
4206326,9037,43.0,6.0,1
99930483,9000,19.0,1.0,0
18715133,9022,48.0,4.0,0
100267603,9035,76.0,7.0,0
101547799,9022,60.0,6.0,0
99035215,9046,136.0,13.0,0
97441932,9038,20.0,2.0,0
99969609,9046,60.0,6.0,0
94094629,9024,23.0,2.0,0
100692052,9053,33.0,3.0,0
100153462,9046,79.0,7.0,0
94465419,9048,38.0,3.0,0
98583349,9046,85.0,8.0,0
95827853,9049,34.0,3.0,0
93291279,9022,60.0,6.0,0
93245471,9017,22.0,2.0,0
92911863,9043,32.0,3.0,0
97347166,9049,32.0,3.0,0
101235726,9019,21.0,2.0,0
92858189,9055,21.0,2.0,0
95887945,9000,15.0,1.0,0
101098619,9000,15.0,1.0,0
98525553,9046,85.0,8.0,0
72471831,9007,20.0,2.0,0
101493115,9046,85.0,8.0,0
18513257,9008,26.0,2.0,0
101020891,9036,18.0,1.0,0
22616329,9017,18.0,1.0,0
98333656,9008,17.0,1.0,0
90236471,9035,30.0,3.0,0
94123728,9036,9.0,1.0,0
41742547,9000,23.0,2.0,0
99885138,9022,57.0,5.0,0
99663939,9038,16.0,1.0,0
98487382,9035,30.0,3.0,0
96323882,9008,17.0,1.0,0
94545426,9049,57.0,5.0,0
13100188,9027,37.0,3.0,0
95583936,9058,26.0,2.0,0
98329540,9017,23.0,2.0,0
7560640,9019,27.0,2.0,0
95256105,9049,60.0,6.0,0
94287287,9041,28.0,2.0,0
94729385,9046,85.0,8.0,0
92845806,9009,24.0,3.0,0
98210067,9007,19.0,1.0,0
93750184,9039,37.0,3.0,0
100289920,9039,52.0,5.0,0
96709961,9022,67.0,6.0,0
39911542,9000,17.0,1.0,0
94317541,9024,25.0,2.0,0
102058241,9046,85.0,8.0,0
98351979,9022,60.0,6.0,0
99937530,9019,21.0,2.0,0
94587583,9017,15.0,1.0,0
95304448,9017,16.0,1.0,0
95944897,9022,48.0,4.0,0
96379581,9000,15.0,1.0,0
93418117,9040,48.0,4.0,0
93952605,9038,20.0,2.0,0
100984354,9056,26.0,2.0,0
99870528,9048,38.0,3.0,0
88244665,9006,40.0,4.0,0
53967147,9056,26.0,2.0,0
94944623,9017,20.0,2.0,0
88999743,9027,37.0,3.0,0
85012641,9017,23.0,2.0,0
94500710,9046,85.0,8.0,0
19021213,9017,31.0,3.0,0
75927057,9029,38.0,3.0,0
101495353,9049,32.0,3.0,0
91421294,9022,60.0,6.0,0
102021957,9046,85.0,8.0,0
100697309,9001,35.0,3.0,0
93058810,9048,40.0,4.0,0
100540315,9029,38.0,3.0,0
95484710,9006,32.0,3.0,0
100149118,9046,136.0,13.0,0
93525899,9021,49.0,4.0,0
100091854,9046,85.0,8.0,0
96106073,9035,43.0,4.0,0
100398609,9027,37.0,3.0,0
94070326,9046,85.0,8.0,0
93918113,9022,43.0,4.0,0
100259121,9000,16.0,1.0,0
96914160,9040,36.0,3.0,0
89766303,9035,45.0,4.0,0
98914951,9049,32.0,3.0,0
97775172,9035,27.0,2.0,0
93839131,9008,20.0,2.0,0
101740877,9046,85.0,8.0,0
97288612,9012,28.0,2.0,0
96974173,9018,15.0,1.0,0
101324174,9046,56.0,5.0,0
98128533,9000,15.0,1.0,0
101364243,9043,32.0,3.0,0
23348126,9046,85.0,8.0,0
97667145,9035,27.0,2.0,0
93983690,9061,121.0,12.0,0
100664279,9039,34.0,3.0,1
93701975,9038,18.0,1.0,0
95724844,9022,47.0,7.0,0
93650504,9024,23.0,2.0,0
96184967,9046,85.0,8.0,0
92891495,9036,16.0,1.0,0
43787939,9031,29.0,2.0,0
99862487,9046,85.0,8.0,0
101564321,9022,60.0,6.0,0
11096321,9046,111.0,16.0,0
96654320,9035,45.0,4.0,0
101333964,9015,22.0,2.0,0
99318715,9035,27.0,2.0,0
62007368,9021,34.0,3.0,0
101306220,9039,48.0,4.0,0
97570928,9046,85.0,8.0,0
6670541,9007,20.0,2.0,0
92973067,9046,56.0,8.0,0
95541026,9008,27.0,2.0,0
88802734,9017,15.0,1.0,0
99790872,9006,33.0,3.0,0
95028119,9046,85.0,8.0,0
86346937,9037,30.0,3.0,0
5456041,9036,9.0,1.0,0
98123477,9044,21.0,2.0,0
97114078,9004,83.0,8.0,0
92042379,9019,31.0,3.0,0
95883507,9019,21.0,2.0,0
97134338,9046,85.0,8.0,0
43953351,9040,23.0,2.0,0
74176592,9022,44.0,6.0,0
17111899,9046,85.0,8.0,0
102125183,9046,85.0,8.0,0
88829389,9008,19.0,2.0,0
94671297,9049,40.0,4.0,1
101700630,9046,85.0,8.0,0
95750802,9038,16.0,1.0,0
93494863,9055,18.0,1.0,0
93340695,9029,45.0,6.0,0
101976746,9012,59.0,5.0,0
97204977,9046,85.0,8.0,0
97710233,9058,23.0,2.0,0
8205737,9000,16.0,1.0,0
90286210,9036,12.0,1.0,0
98379671,9008,17.0,1.0,0
100720955,9046,85.0,8.0,0
95396077,9046,85.0,8.0,0
94394675,9020,8.0,1.0,0
99251552,9007,22.0,2.0,0
101833910,9035,41.0,4.0,0
93917318,9039,52.0,5.0,0
69131205,9022,90.0,9.0,0
98358616,9049,32.0,3.0,0
100022740,9000,15.0,1.0,0
94111918,9056,26.0,2.0,0
98545495,9032,90.0,9.0,1
88591613,9019,43.0,4.0,0
25262913,9000,20.0,2.0,0
9587314,9046,61.0,9.0,0
101081142,9006,32.0,3.0,0
99434276,9049,33.0,3.0,0
96313752,9035,43.0,4.0,0
93114884,9003,7.0,1.0,0
97526197,9022,60.0,6.0,0
93729583,9038,16.0,1.0,0
96309689,9008,17.0,1.0,0
96932886,9046,85.0,8.0,0
99372969,9032,56.0,8.0,0
61998134,9046,61.0,9.0,0
99506240,9004,78.0,7.0,0
90471853,9027,43.0,4.0,0
95679458,9008,17.0,1.0,0
99150217,9006,56.0,5.0,0
99803394,9046,106.0,15.0,0
97553122,9046,85.0,8.0,0
101447991,9039,34.0,3.0,0
98260897,9043,49.0,7.0,0
93928235,9017,18.0,1.0,0
100593321,9022,60.0,6.0,0
95413062,9031,29.0,2.0,0
97260937,9035,27.0,2.0,0
95928625,9010,16.0,1.0,0
96173129,9020,8.0,1.0,0
93801396,9046,85.0,8.0,0
93782139,9022,43.0,4.0,0
101807163,9022,60.0,6.0,0
98897619,9046,85.0,8.0,0
96859891,9022,60.0,6.0,0
95912566,9003,16.0,1.0,0
90297828,9022,80.0,8.0,0
100648249,9015,23.0,2.0,0
101290278,9046,85.0,8.0,0
71338146,9022,56.0,5.0,0
68318409,9048,39.0,3.0,0
92804163,9019,62.0,6.0,0
96549473,9005,10.0,1.0,0
92878815,9024,25.0,2.0,0
100477150,9010,18.0,1.0,0
101220771,9036,9.0,1.0,0
100336290,9004,66.0,6.0,0
100784466,9046,85.0,8.0,0
22571263,9061,48.0,4.0,0
98896931,9035,31.0,3.0,0
98919989,9038,20.0,2.0,0
95973468,9000,20.0,2.0,0
95914547,9043,32.0,3.0,0
99235077,9024,23.0,2.0,0
101384111,9035,27.0,2.0,0
95002692,9058,23.0,2.0,0
100485292,9003,7.0,1.0,0
93713031,9040,55.0,5.0,0
22288620,9010,16.0,1.0,0
95352491,9010,30.0,3.0,1
20854116,9043,90.0,9.0,1
101845359,9046,85.0,8.0,0
98251959,9010,24.0,2.0,0
99752420,9020,12.0,1.0,0
93749373,9046,56.0,5.0,0
92998492,9003,7.0,1.0,0
94270385,9046,59.0,5.0,0
99722508,9036,9.0,1.0,0
101319285,9037,30.0,3.0,0
5817743,9032,44.0,6.0,0
93930614,9032,55.0,5.0,0
100863496,9035,27.0,2.0,0
93681238,9003,20.0,2.0,0
93318609,9044,25.0,2.0,0
101418314,9046,85.0,8.0,0
92077443,9036,18.0,1.0,0
99431624,9020,8.0,1.0,0
102184426,9046,85.0,8.0,0
102090663,9046,85.0,8.0,0
98045986,9017,15.0,1.0,0
99587916,9049,55.0,5.0,0
7939564,9008,18.0,1.0,0
93215908,9024,34.0,3.0,0
95175659,9035,34.0,3.0,0
100823435,9000,15.0,1.0,0
10172722,9038,20.0,2.0,0
101839330,9046,85.0,8.0,0
101145666,9022,56.0,5.0,0
95264074,9015,21.0,2.0,0
94110604,9005,14.0,2.0,0
96714420,9061,38.0,3.0,0
3061450,9019,29.0,4.0,0
101969212,9022,60.0,6.0,0
100258758,9049,94.0,9.0,0
95465900,9003,7.0,1.0,0
94831724,9024,23.0,2.0,0
99084805,9046,85.0,8.0,0
100875575,9035,48.0,4.0,0
93342689,9020,12.0,1.0,0
97571812,9008,17.0,1.0,0
97859449,9008,26.0,2.0,0
93308177,9037,30.0,3.0,0
98534214,9008,17.0,1.0,0
88587160,9060,45.0,4.0,0
21406159,9043,44.0,6.0,0
97522102,9035,27.0,2.0,0
100638750,9001,28.0,2.0,0
93380561,9041,43.0,4.0,0
92021037,9010,17.0,1.0,0
100984780,9043,56.0,5.0,0
101333104,9046,85.0,8.0,0
100064725,9017,17.0,1.0,0
95465869,9027,42.0,4.0,0
98493515,9053,28.0,2.0,0
97106066,9042,28.0,2.0,0
96661994,9004,66.0,6.0,0
94062942,9035,56.0,5.0,0
91500425,9022,67.0,6.0,0
84875564,9035,30.0,3.0,0
93085736,9041,28.0,2.0,0
24192141,9056,26.0,2.0,0
102050723,9046,85.0,8.0,0
100414303,9038,16.0,1.0,0
13955121,9036,20.0,2.0,1
101575996,9046,85.0,8.0,0
6400632,9008,28.0,4.0,1
93061000,9059,27.0,4.0,0
101615641,9046,85.0,8.0,0
101461579,9027,37.0,3.0,0
93493489,9010,24.0,2.0,0
101036516,9060,45.0,4.0,0
95072571,9027,40.0,6.0,0
91647987,9031,29.0,2.0,0
101534779,9040,23.0,2.0,0
97930033,9043,32.0,3.0,0
101715355,9046,85.0,8.0,0
90781142,9036,41.0,4.0,0
94349923,9011,13.0,1.0,0
94977315,9046,85.0,8.0,0
98561175,9061,38.0,3.0,0
94046846,9000,15.0,1.0,0
100965112,9039,55.0,5.0,0
100861933,9006,32.0,3.0,0
23556147,9046,85.0,8.0,0
101938696,9001,30.0,3.0,0
99115317,9038,16.0,1.0,0
98071754,9061,65.0,6.0,0
95750732,9040,23.0,2.0,0
43641414,9006,32.0,3.0,0
100234489,9018,15.0,1.0,0
96934254,9059,67.0,6.0,0
94446003,9046,85.0,8.0,0
94096102,9019,40.0,4.0,0
99770985,9006,44.0,4.0,0
81375793,9038,16.0,1.0,0
95563713,9003,7.0,1.0,0
96418382,9043,32.0,3.0,0
101763405,9046,85.0,8.0,0
99180447,9018,24.0,2.0,0
97425513,9046,85.0,8.0,0
95001334,9021,34.0,3.0,0
89940010,9022,90.0,9.0,0
99937996,9032,33.0,3.0,0
97744753,9055,12.0,1.0,0
83085188,9037,65.0,6.0,0
95501130,9046,85.0,8.0,0
97833434,9017,34.0,3.0,0
101223541,9015,21.0,2.0,0
100734823,9000,15.0,1.0,0
99714822,9056,26.0,2.0,0
93004114,9029,69.0,6.0,0
97582907,9048,38.0,3.0,0
98890244,9046,85.0,8.0,0
93924650,9055,26.0,2.0,0
99822213,9049,32.0,3.0,0
97472059,9007,19.0,1.0,0
84825471,9022,78.0,7.0,0
99752507,9046,85.0,8.0,0
99649153,9046,85.0,8.0,0
92794163,9036,12.0,1.0,0
12923261,9032,40.0,4.0,0
8279205,9003,14.0,1.0,0
94724688,9017,15.0,1.0,0
100579375,9022,43.0,4.0,0
101327234,9010,17.0,1.0,0
101767331,9046,85.0,8.0,0
96564687,9004,83.0,8.0,0
6591021,9041,29.0,2.0,0
18549254,9041,30.0,3.0,0
95748065,9038,17.0,1.0,0
20156186,9061,78.0,7.0,0
21369818,9022,43.0,4.0,0
101610668,9046,85.0,8.0,0
88395823,9046,56.0,8.0,0
97791548,9012,28.0,2.0,0
91796710,9056,26.0,2.0,0
100108284,9046,85.0,8.0,0
94839593,9004,65.0,9.0,0
23041864,9036,9.0,1.0,0
95432026,9031,29.0,2.0,0
96224101,9058,23.0,2.0,0
101662241,9004,83.0,8.0,0
96139476,9027,37.0,3.0,0
93183877,9029,38.0,3.0,0
94644281,9053,28.0,2.0,0
98149688,9012,28.0,2.0,0
102244186,9046,85.0,8.0,0
93333833,9032,33.0,3.0,0
99346798,9046,85.0,8.0,0
96897226,9044,48.0,4.0,0
16804776,9037,35.0,3.0,0
95852552,9046,56.0,5.0,0
92868269,9059,27.0,2.0,0
82772200,9031,29.0,2.0,0
94897861,9044,35.0,3.0,0
100427433,9019,24.0,2.0,0
88291727,9000,18.0,1.0,0
102217135,9039,52.0,5.0,0
100354656,9022,60.0,6.0,0
95263761,9059,32.0,4.0,0
98895927,9003,7.0,1.0,0
93687993,9017,19.0,1.0,0
20330399,9040,49.0,4.0,0
100508013,9032,33.0,3.0,0
100378417,9018,15.0,1.0,0
73217197,9000,16.0,1.0,0
94334739,9039,52.0,5.0,0
3845809,9017,39.0,3.0,0
43106318,9046,56.0,8.0,0
97005866,9006,32.0,3.0,0
95185180,9039,40.0,6.0,1
100798621,9021,34.0,3.0,0
18893277,9042,25.0,3.0,0
60889953,9008,22.0,3.0,0
101054668,9000,15.0,1.0,0
98504574,9042,22.0,2.0,0
96090553,9035,27.0,2.0,0
74940255,9028,45.0,6.0,0
97001460,9043,90.0,9.0,0
88353805,9022,57.0,5.0,0
94681031,9000,22.0,2.0,0
91315803,9027,37.0,3.0,0
101568296,9010,23.0,2.0,0
100209728,9046,85.0,8.0,0
94905266,9038,21.0,3.0,0
93586540,9059,28.0,2.0,0
95185850,9017,19.0,1.0,0
101054684,9046,85.0,8.0,0
94989700,9036,9.0,1.0,0
88456723,9021,34.0,3.0,0
95596170,9046,85.0,8.0,0
101003052,9004,66.0,6.0,0
100612001,9024,23.0,2.0,0
100058904,9006,32.0,3.0,0
95440943,9043,37.0,3.0,0
97783614,9056,27.0,2.0,0
99490327,9035,27.0,2.0,0
101477162,9049,32.0,3.0,0
95844776,9027,37.0,3.0,0
96202032,9029,38.0,3.0,0
98921101,9043,32.0,3.0,0
100815339,9027,37.0,3.0,0
97641342,9046,85.0,8.0,0
99182977,9003,19.0,2.0,1
96888348,9036,46.0,4.0,0
95712133,9044,35.0,3.0,0
96604952,9004,66.0,6.0,0
19608386,9046,85.0,8.0,0
89777143,9046,56.0,5.0,0
95599069,9043,32.0,3.0,0
101841662,9046,85.0,8.0,0
99507429,9000,24.0,2.0,0
95152173,9029,38.0,3.0,0
99098841,9042,17.0,1.0,0
100704230,9018,15.0,1.0,0
100982215,9022,60.0,6.0,0
100119053,9049,32.0,3.0,0
94971507,9004,66.0,6.0,0
93824605,9015,22.0,2.0,0
98384331,9021,57.0,8.0,0
96456289,9038,16.0,1.0,0
101901967,9022,60.0,6.0,0
97908312,9035,27.0,2.0,0
19817554,9061,38.0,3.0,0
97110628,9020,8.0,1.0,0
101944920,9049,32.0,3.0,0
5561127,9029,38.0,5.0,0
100434416,9038,17.0,1.0,0
102087690,9046,85.0,8.0,0
101172365,9000,37.0,3.0,0
97856898,9024,31.0,3.0,0
96729477,9039,34.0,3.0,0
95617481,9006,32.0,3.0,0
98997132,9020,8.0,1.0,0
101860191,9035,50.0,5.0,0
96454671,9036,9.0,1.0,0
94649201,9043,33.0,3.0,0
101523318,9060,45.0,4.0,0
99342339,9017,16.0,1.0,0
94004622,9029,38.0,3.0,0
99784791,9018,28.0,2.0,0
93123635,9044,35.0,5.0,0
101531118,9000,15.0,1.0,0
96980590,9049,32.0,3.0,0
99314543,9000,37.0,3.0,0
98650725,9009,19.0,2.0,0
99838755,9056,26.0,2.0,0
101292144,9027,96.0,9.0,0
95866304,9046,85.0,8.0,0
92816835,9035,43.0,4.0,0
101337445,9036,18.0,1.0,0
97278688,9006,38.0,3.0,0
99323866,9030,18.0,1.0,0
101119884,9036,12.0,1.0,0
88230820,9029,38.0,3.0,0
92904586,9022,60.0,6.0,0
96316573,9000,15.0,1.0,0
9362775,9049,66.0,9.0,0
68361142,9027,37.0,3.0,0
100773592,9002,11.0,1.0,0
97990677,9035,27.0,2.0,0
100070920,9019,21.0,2.0,0
41839321,9046,85.0,8.0,0
101848745,9046,85.0,8.0,0
93928632,9006,49.0,4.0,0
88509453,9020,8.0,1.0,0
102069871,9046,85.0,8.0,0
100226621,9035,28.0,2.0,0
94433524,9059,27.0,2.0,0
94956073,9004,65.0,6.0,0
97403933,9015,21.0,2.0,0
94271716,9018,15.0,1.0,0
101579432,9046,85.0,8.0,0
59499204,9022,43.0,4.0,0
101750340,9046,85.0,8.0,0
52322077,9006,33.0,3.0,0
93097080,9022,43.0,4.0,0
98346887,9046,85.0,8.0,0
98045557,9024,23.0,2.0,0
101960737,9046,85.0,8.0,0
102098657,9046,85.0,8.0,0
88149482,9044,29.0,2.0,0
97734053,9022,48.0,7.0,0
10484139,9027,37.0,3.0,0
97329963,9056,28.0,2.0,0
95121237,9004,66.0,6.0,0
48646465,9000,27.0,2.0,0
98745593,9046,85.0,8.0,0
98661505,9000,15.0,1.0,0
100941473,9039,34.0,3.0,0
101172597,9046,85.0,8.0,0
96925307,9029,69.0,6.0,0
94545525,9046,85.0,8.0,0
93881153,9031,29.0,2.0,0
101577435,9046,85.0,8.0,0
94305172,9049,32.0,3.0,0
86405499,9007,26.0,3.0,0
97857600,9020,8.0,1.0,0
98173683,9036,18.0,1.0,0
96907627,9059,27.0,2.0,0
95073216,9058,25.0,2.0,0
93709245,9032,56.0,5.0,0
101557975,9046,85.0,8.0,0
83562535,9055,14.0,1.0,0
102031518,9049,48.0,4.0,0
95013252,9027,44.0,4.0,0
94090554,9043,65.0,6.0,0
7469176,9035,29.0,2.0,0
94693127,9046,136.0,13.0,0
99691878,9019,24.0,2.0,0
102045338,9046,85.0,8.0,0
92253166,9006,43.0,4.0,0
101181955,9039,52.0,5.0,0
92732391,9004,66.0,6.0,0
102254869,9046,85.0,8.0,0
16802096,9039,34.0,3.0,0
99212935,9046,85.0,8.0,0
79843587,9000,15.0,1.0,0
95491403,9017,15.0,1.0,0
92789458,9046,76.0,11.0,0
94531200,9012,28.0,2.0,0
97361072,9017,15.0,1.0,0
95433187,9020,8.0,1.0,0
98806487,9046,85.0,8.0,0
95130182,9044,34.0,3.0,0
100463748,9019,39.0,3.0,0
99551608,9036,16.0,1.0,0
100292536,9006,32.0,3.0,0
101875222,9046,85.0,8.0,0
101462670,9000,37.0,3.0,0
93471122,9046,85.0,8.0,0
22275998,9058,23.0,2.0,0
101598457,9001,30.0,3.0,0
102162605,9046,85.0,8.0,0
94808866,9004,66.0,6.0,0
98846439,9046,85.0,8.0,0
99198905,9029,38.0,3.0,0
75747531,9037,30.0,3.0,0
93054587,9046,131.0,19.0,0
96137170,9005,10.0,1.0,0
90731782,9032,66.0,6.0,0
96440504,9000,37.0,3.0,0
97891209,9049,32.0,3.0,0
40454835,9039,63.0,6.0,1
4982343,9007,19.0,1.0,0
2387534,9009,15.0,1.0,0
101278795,9043,32.0,3.0,0
99173893,9046,56.0,5.0,0
101478992,9046,85.0,8.0,0
95747396,9006,32.0,3.0,0
99588204,9007,25.0,2.0,0
98696582,9046,85.0,8.0,0
98742887,9046,85.0,8.0,0
92847949,9037,30.0,3.0,0
93658946,9049,39.0,3.0,0
97443183,9007,20.0,2.0,0
98678145,9017,15.0,1.0,0
89504719,9055,22.0,3.0,0
94679432,9006,32.0,3.0,0
102186508,9046,85.0,8.0,0
97139208,9041,26.0,2.0,0
96460072,9010,16.0,1.0,0
23754881,9048,80.0,8.0,0
96710106,9022,60.0,6.0,0
97587660,9059,31.0,3.0,0
93707139,9017,16.0,1.0,0
94343317,9017,21.0,2.0,0
102237750,9046,85.0,8.0,0
95124413,9035,27.0,2.0,0
93840576,9005,12.0,1.0,0
97606056,9030,18.0,1.0,0
97347147,9036,9.0,1.0,0
88895370,9018,15.0,1.0,0
91832377,9003,7.0,1.0,0
88187791,9005,10.0,1.0,0
101697853,9046,85.0,8.0,0
96621980,9059,77.0,7.0,0
89134126,9046,84.0,12.0,0
97303466,9006,32.0,3.0,0
95191154,9000,15.0,1.0,0
93115016,9007,26.0,2.0,0
97118233,9020,8.0,1.0,0
98592230,9012,28.0,2.0,0
100155739,9032,33.0,3.0,0
100905596,9044,66.0,6.0,0
97103714,9000,15.0,1.0,0
72570945,9000,15.0,1.0,0
93400614,9046,78.0,7.0,0
95437827,9038,17.0,1.0,0
101038149,9049,32.0,3.0,0
93730948,9046,85.0,8.0,0
99266425,9000,33.0,3.0,0
99716307,9019,21.0,2.0,0
95229382,9009,26.0,2.0,0
100486853,9005,10.0,1.0,0
102246769,9046,85.0,8.0,0
94676178,9002,22.0,2.0,0
101730742,9046,85.0,8.0,0
97457092,9017,15.0,1.0,0
18465299,9039,66.0,6.0,1
101571941,9056,26.0,2.0,0
95962844,9006,32.0,3.0,0
93363194,9046,136.0,13.0,0
91927116,9046,85.0,8.0,0
100654900,9048,49.0,4.0,0
100427774,9008,17.0,1.0,0
92428383,9044,28.0,2.0,0
89075510,9058,24.0,2.0,0
96969576,9032,33.0,3.0,0
94285960,9019,22.0,3.0,0
93281806,9049,32.0,3.0,0
100022778,9049,57.0,5.0,0
100954544,9046,85.0,8.0,0
96846016,9019,34.0,3.0,0
60975704,9018,15.0,1.0,0
12844754,9000,29.0,2.0,0
96856946,9006,32.0,3.0,0
101456776,9046,56.0,5.0,0
93908658,9022,66.0,6.0,1
4783326,9010,24.0,2.0,0
101151767,9035,27.0,2.0,0
95481843,9044,48.0,4.0,0
97403184,9017,22.0,2.0,0
93146882,9008,17.0,1.0,0
96571652,9010,17.0,1.0,0
97401166,9036,30.0,3.0,0
54733916,9040,24.0,2.0,0
6098060,9058,23.0,2.0,0
60061440,9010,22.0,2.0,0
94405263,9038,17.0,1.0,0
88616032,9032,49.0,4.0,0
99953633,9000,15.0,1.0,0
98738992,9022,48.0,4.0,0
77384190,9043,32.0,3.0,0
95640208,9035,27.0,2.0,0
96566357,9000,15.0,1.0,0
99858704,9055,19.0,2.0,0
99439887,9019,21.0,2.0,0
100208195,9039,34.0,3.0,0
91462121,9003,11.0,1.0,1
95165500,9058,23.0,2.0,0
100228300,9046,56.0,8.0,0
95562954,9038,23.0,2.0,0
94663242,9046,80.0,8.0,0
97946853,9046,85.0,8.0,0
91207812,9012,48.0,4.0,0
92934719,9041,30.0,3.0,0
94451680,9021,90.0,13.0,0
102051477,9046,85.0,8.0,0
20268057,9000,34.0,5.0,0
97505133,9000,15.0,1.0,0
93889536,9035,28.0,2.0,0
92638327,9043,46.0,4.0,0
96755342,9044,66.0,6.0,0
100549899,9000,37.0,5.0,1
96623491,9029,38.0,3.0,0
41022157,9058,43.0,4.0,0
93130424,9022,47.0,7.0,1
92987804,9041,27.0,2.0,0
68695580,9003,7.0,1.0,0
94902185,9035,27.0,2.0,0
94650182,9038,17.0,1.0,0
96541943,9046,85.0,8.0,0
99816838,9031,29.0,2.0,0
43619144,9036,10.0,1.0,0
95389967,9059,27.0,2.0,0
93462674,9041,26.0,2.0,0
99106510,9046,85.0,8.0,0
95204491,9046,85.0,8.0,0
94357656,9022,43.0,4.0,0
83470000,9036,24.0,2.0,0
93451733,9021,90.0,9.0,0
100316649,9006,40.0,4.0,0
8242730,9035,27.0,2.0,0
24567964,9043,43.0,6.0,0
96730092,9046,85.0,8.0,0
95876920,9018,26.0,2.0,0
98900015,9046,57.0,5.0,0
97129521,9046,85.0,8.0,0
95324674,9000,15.0,1.0,0
18742889,9021,34.0,3.0,0
96160710,9039,45.0,4.0,0
97998508,9048,38.0,3.0,0
97621094,9038,16.0,1.0,0
21159519,9046,85.0,8.0,0
95991058,9029,38.0,3.0,0
99534467,9040,59.0,5.0,0
98127463,9037,57.0,5.0,0
92124208,9048,38.0,3.0,0
101755199,9046,85.0,8.0,0
98187158,9021,45.0,4.0,0
100034865,9021,34.0,3.0,0
86546108,9006,33.0,3.0,0
100396652,9048,43.0,4.0,0
98060313,9043,40.0,4.0,0
74308942,9017,15.0,1.0,0
78035872,9022,48.0,7.0,0
95200005,9015,21.0,2.0,0
93324225,9003,7.0,1.0,0
94749154,9046,85.0,8.0,0
95571483,9046,85.0,8.0,0
95584865,9022,45.0,4.0,0
92635577,9059,27.0,2.0,0
93691850,9019,21.0,2.0,0
94892148,9000,21.0,2.0,0
99911002,9020,8.0,1.0,0
97875632,9053,28.0,2.0,0
94827625,9032,33.0,4.0,0
8884496,9036,12.0,1.0,0
94679995,9035,27.0,2.0,0
92259289,9015,21.0,2.0,0
98369534,9046,85.0,8.0,0
94059337,9007,19.0,1.0,0
92735227,9003,9.0,1.0,0
99158739,9000,15.0,1.0,0
6711948,9008,18.0,1.0,0
99702767,9049,32.0,3.0,0
20476942,9060,79.0,7.0,0
99035899,9006,40.0,4.0,0
101816025,9035,43.0,4.0,0
16079640,9004,66.0,6.0,0
89949044,9006,32.0,3.0,0
93499059,9000,18.0,1.0,0
98893767,9019,24.0,2.0,0
97951866,9006,32.0,3.0,0
5891271,9017,19.0,2.0,0
97109981,9018,15.0,1.0,0
96057657,9058,23.0,2.0,0
99014928,9058,23.0,2.0,0
18248668,9017,33.0,3.0,0
95767666,9059,41.0,4.0,0
101293369,9040,24.0,2.0,0
100197337,9044,22.0,2.0,0
97835241,9030,33.0,3.0,0
96321230,9007,19.0,1.0,0
97968877,9040,23.0,2.0,0
97694305,9044,52.0,5.0,0
98858233,9017,15.0,1.0,0
100664043,9012,39.0,5.0,0
98875458,9030,29.0,2.0,0
93053854,9003,7.0,1.0,0
93063308,9021,34.0,3.0,0
95820637,9019,29.0,2.0,0
93977956,9043,33.0,3.0,0
99354504,9041,26.0,2.0,0
98242360,9018,15.0,1.0,0
98194933,9036,9.0,1.0,0
100337237,9030,18.0,1.0,0
97435584,9036,9.0,1.0,0
100820693,9018,15.0,1.0,0
94255308,9007,21.0,2.0,0
100851705,9022,43.0,4.0,0
97330171,9021,35.0,3.0,0
95036937,9049,45.0,6.0,1
95181205,9035,31.0,3.0,0
99419487,9000,15.0,1.0,0
99619884,9039,80.0,8.0,0
95600865,9046,85.0,8.0,0
99941623,9046,85.0,8.0,0
96732439,9018,15.0,1.0,0
4913328,9029,38.0,3.0,0
100037063,9035,76.0,7.0,0
93394580,9009,15.0,1.0,0
100673581,9006,32.0,3.0,0
100948875,9017,26.0,2.0,0
99619305,9007,19.0,1.0,0
93592302,9049,32.0,3.0,0
96086987,9018,17.0,1.0,0
99044375,9007,19.0,1.0,0
101580369,9049,43.0,4.0,0
94693593,9037,30.0,3.0,0
102208383,9046,85.0,8.0,0
93060072,9003,7.0,1.0,0
102256932,9046,85.0,8.0,0
97245354,9002,11.0,1.0,0
101354266,9035,28.0,2.0,0
100569821,9024,23.0,2.0,0
96785471,9037,60.0,6.0,0
94396587,9022,56.0,5.0,0
101822723,9046,85.0,8.0,0
