Num,Networth Next Year,Total assets,Net worth,Total income,Change in stock,Total expenses,Profit after tax,PBDITA,PBT,Cash profit,PBDITA as % of total income,PBT as % of total income,PAT as % of total income,Cash profit as % of total income,PAT as % of net worth,Sales,Income from financial services,Other income,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Borrowings,Current liabilities & provisions,Deferred tax liability,Shareholders funds,Cumulative retained profits,Capital employed,TOL/TNW,Total term liabilities / tangible net worth,Contingent liabilities / Net worth (%),Contingent liabilities,Net fixed assets,Investments,Current assets,Net working capital,Quick ratio (times),Current ratio (times),Debt to equity ratio (times),Cash to current liabilities (times),Cash to average cost of sales per day,Creditors turnover,Debtors turnover,Finished goods turnover,WIP turnover,Raw material turnover,Shares outstanding,Equity face value,EPS,Adjusted EPS,Total liabilities,PE on BSE
2473,116.3,114.8,110.7,18.5,-0.6,6,11.9,14.2,11.9,14.2,76.76,64.32,64.32,76.76,11.36,9.7,8.8,,37.8,72.9,,1.5,2.6,,110.7,66,112.2,0.04,0.01,0,,20.4,32.7,3.6,3.1,2,7.2,0.01,1.6,49.49,4.4,97,1.59,1.14,0,NA,NA,-0.01,-0.01,114.8,NA
2474,46.4,47.8,41.4,17.6,3,15.6,5,6.4,5.6,5.8,36.36,31.82,28.41,32.95,12.77,16.2,1.1,,0.8,40.6,,,5.2,1.2,41.4,41.2,41.4,0.03,0,0.48,0.2,14,1.6,28.4,23.2,3.9,5.46,0,3.9,494.92,16.62,,0.62,1.08,16,NA,NA,0,0,47.8,NA
2475,369.3,749.9,341.1,1140.5,14.3,1095.1,59.7,128.5,87.2,94.3,11.27,7.65,5.23,8.27,18.89,1130.7,0.9,8.4,43.5,298.5,,280,59.7,68.2,341.1,213.6,621.1,0.92,0.4,12.11,41.3,401.4,2,281.1,79.3,1.01,1.39,0.82,0.02,1.34,49.68,6.25,70.51,71.51,8.74,4351800,10,13.7,13.7,749.9,9.03
2476,618.7,1548,612.5,3384.1,8.9,3374.3,18.7,131.9,19.1,86.7,3.9,0.56,0.55,2.56,3.1,3354.8,18,11.2,45.3,567.4,,374.2,544.8,16.3,612.5,532.5,986.7,1.49,0.07,4.98,30.5,340,1.3,993.9,180.2,0.72,1.22,0.61,0.01,1.12,12.14,6.17,21.54,18.42,10.14,4106100,10,4.53,4.53,1548,NA
2477,113.7,165,99.9,267.6,,258,9.6,13.3,9.5,11.8,4.97,3.55,3.59,4.41,14.11,265.5,1.8,0.3,18.4,23.7,,3.9,60.5,,99.9,9.5,103.8,0.64,0.04,0,,58,12.5,60.9,0.1,0.78,1,0.04,0.07,6.39,3.11,4.82,125.12,123.31,18.31,175000,100,54.86,54.86,165,NA
2478,12.2,13.8,12.2,,,0.1,-0.1,-0.1,-0.1,-0.1,,,,,-0.82,,,,3,9.2,,1.6,,,12.2,9.2,13.8,0.13,0.13,0,,4.4,,6.2,6.2,,,0.13,,3650,0,0,,,0,NA,NA,0,0,13.8,NA
2479,12.8,108,13,79,2.6,80.9,0.7,4.6,1.6,2.1,5.82,2.03,0.89,2.66,6.57,79,,,13.9,51.7,,33.2,8.9,0.3,13,-0.9,46.2,3.2,0.68,0,,63.1,,30.7,-2.5,0.4,0.92,2.55,0.19,29.97,,25.48,3.95,3.97,,92241,100,7.59,7.59,108,NA
2480,1141.3,2063.5,1054.8,1871.8,11.8,1745.9,137.7,277.5,190.5,208.8,14.83,10.18,7.36,11.16,13.57,1817.7,39.3,5.9,72.2,982.6,,260.4,666.9,81.4,1054.8,955.5,1315.2,0.51,0.2,10.48,110.5,593.5,424.4,629.7,-87.9,0.58,0.88,0.25,0.01,1.27,5.82,4.87,21.13,16.35,6.25,7214980,10,19.09,19.09,2063.5,13.05
2481,946.3,1675.4,851,1834,37.9,1727.3,144.6,312.9,204.2,229.5,17.06,11.13,7.88,12.51,18.64,1784.2,28.3,6.4,51.5,799.5,,272.6,485.9,65.9,851,644,1123.6,0.58,0.14,14.01,119.2,611.7,141.7,540.7,-92.5,0.5,0.85,0.32,0.02,2.55,5.03,5.76,22.35,15.32,4.88,5150992,10,28.07,28.07,1675.4,17.82
2482,1743.1,943.7,641.7,1791.1,-21.2,1614.9,155,326.8,234.2,184.5,18.25,13.08,8.65,10.3,27.19,1717.7,38.3,30.5,12.2,629.5,,34.7,264.2,3.1,641.7,601,676.4,0.32,0.04,9.58,61.5,219.6,213.4,331.6,56.6,0.73,1.21,0.05,0.13,6.9,5.73,16.65,7.45,5.2,8.87,243320,50,623.87,623.87,943.7,NA
2483,912.3,1132.3,719,1068.4,4.3,1030.9,41.8,94.2,74,70.1,8.82,6.93,3.91,6.56,7.58,1065.4,3,,135,584,,253.2,114,46.1,719,84.4,972.2,0.49,0.2,6.01,43.2,401.3,,367.4,146.1,0.54,1.63,0.35,0.03,2.74,38.91,13.19,2112.03,106.91,4.58,NA,NA,-0.02,-0.02,1132.3,NA
2484,95.4,157.8,83.6,122.3,-1.5,116.5,4.3,17.1,7.9,12.4,13.98,6.46,3.52,10.14,6.87,121.2,0.1,1,125.9,-42.1,,56.3,14.6,3.1,83.6,-42.3,139.9,0.84,0.35,11.36,9.5,58.7,,72.3,31.3,0.99,1.76,0.67,0.08,10.76,8.72,3.76,5.7,4.52,2.73,12593200,10,0.34,0.34,157.8,21.09
2485,-282.2,2274.8,327,4326.6,95.1,4498.5,-76.8,104.7,-75.1,-15.4,2.42,-1.74,-1.78,-0.36,-20.99,4321.4,,5.2,80.2,277.5,,914.6,930.9,71.6,327,101.8,1241.6,5.64,1.32,12.05,39.4,431.2,0.5,1662.4,247.1,0.48,1.17,2.8,0.09,11.02,5.6,9.24,16.81,17.28,5.93,8017600,10,-9.33,-9.33,2274.8,-3.63
2486,35.2,154.9,28.1,217.4,-3,208.2,6.2,15.6,9.8,11,7.18,4.51,2.85,5.06,24.8,213.9,2.8,0.3,0.5,26.5,,10.7,112.6,3.5,28.1,26.5,38.8,4.06,0.38,0,,32.5,,94.6,-18,0.69,0.84,0.38,0.09,17.82,1.71,3.77,71.76,12.46,30.94,NA,NA,0,0,154.9,NA
2487,5.4,5.1,4.6,0.8,,0.3,0.5,0.6,0.6,0.5,75,75,62.5,62.5,11.49,,,0.8,2,2.6,,,0.4,0.1,4.6,2.6,4.6,0.07,0,0,,0.2,,4.6,4.2,11.5,11.5,0,2,1460,0,0,,,0,200000,10,2.5,2.5,5.1,NA
2488,-7,341.5,47,255.4,5.2,253.6,7,51.2,11.5,-36.8,20.05,4.5,2.74,-14.41,22.4,183.7,0.1,0.5,101.7,-54.7,,155.2,114.6,24.7,47,-54.7,202.2,5.73,0.97,21.49,10.1,98.3,15.1,148.6,-75.6,0.39,0.66,3.3,0.03,10.33,3.06,3.53,22.78,3.32,4.85,10215000,10,0.69,0.69,341.5,1.39
2489,589.6,785.8,280.1,1665.4,-7.6,1604.7,53.1,140.1,82.1,71.8,8.41,4.93,3.19,4.31,26.42,1660.4,3.1,,137,143.1,,296,202.8,6.9,280.1,113.5,576.1,1.56,0.61,57.87,162.1,156.2,0.1,529.5,204.4,1.16,1.62,1.06,0.15,11.4,18.88,6.48,16.29,11.11,24.02,5000000,10,10.9,10.9,785.8,NA
2490,-20.5,176.9,1.7,768.5,-9,762.4,-2.9,16.9,-2.9,2.9,2.2,-0.38,-0.38,0.38,-90.62,766.1,0.3,1.9,3.5,-1.8,,154.1,14.8,6.3,1.7,-1.8,155.8,99.35,66.94,1988.24,33.8,36.9,0.4,100.7,45.6,0.81,1.83,90.65,0.03,0.82,77.06,19.77,48.9,14.13,136.28,35000,100,-88.57,-88.57,176.9,NA
2491,16,23.4,16,40.2,0.4,40.5,0.1,2.3,0.1,1.7,5.72,0.25,0.25,4.23,0,40.1,,0.1,14.9,1.1,,5,1.5,0.9,16,1.1,21,0.4,0,0,,12.9,,9.4,2.9,0.33,1.45,0.31,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,23.4,NA
2492,-0.3,1.4,0.5,,,,,,,,0,0,0,0,0,,,,0.5,,,,0.5,,0.5,-0.4,0.5,1,0,0,,,,0.7,0.2,1.4,1.4,0,1.4,,0,0,,,0,50000,10,0,0,1.4,NA
2493,13561.7,23779.2,11899.5,14678.8,182.2,13651,1210,3090.6,1624.1,1988.7,21.05,11.06,8.24,13.55,10.55,13754.7,668.5,83.8,613.8,11285.7,,7791.3,3252,836.4,11899.5,10233.1,19690.8,0.87,0.58,35.05,4171,6890.4,7366,6322,2763.7,0.91,1.78,0.65,0.07,7.43,6.41,5.51,7.55,4.23,5.4,61380853,10,21.36,21.36,23779.2,24.23
2494,25.6,87.2,20.9,101.4,,99.4,2,16.5,4.6,10,16.27,4.54,1.97,9.86,0,100.2,,1.2,3.1,17.8,,22.2,44.1,,20.9,17.8,43.1,3.08,0.87,0,,5.7,,78.1,30,1.13,1.2,1.06,0.01,1.73,NA,NA,NA,NA,NA,NA,NA,0,0,87.2,NA
2495,74.6,106.3,70,47.8,0.5,35,13.3,22.1,18.4,17,46.23,38.49,27.82,35.56,20.83,31.4,0.7,0.2,10.7,71.5,,3.5,17.2,3.4,70,25.7,73.5,0.13,0.02,1.29,0.9,31.1,1.3,45,27.2,1.96,2.3,0.05,1.64,312.86,8.8,8.16,2.39,2.03,1.87,1016650,10,-2.16,-2.16,106.3,NA
2496,118.7,278.1,107.5,332.1,-6,301.9,24.2,51.5,26.5,34.3,15.51,7.98,7.29,10.33,25.37,321.8,,0.4,67.8,49.3,,66,74.6,,137.5,8.3,203.5,1.27,0.31,14.42,15.5,91.7,0.8,157.9,50.6,0.96,1.47,0.89,0.04,4.99,3.59,3.78,59.53,26.92,3.58,3775000,10,5.17,5.17,278.1,20.79
2497,161.5,348.5,161.8,271,5.7,253.1,23.6,41.7,22.7,32.8,15.39,8.38,8.71,12.1,15.99,261.9,0.4,0.6,48.9,109.1,,118.6,34,5.8,163.8,81.7,282.4,0.92,0.46,17.8,28.8,65.2,,123.6,48.1,0.73,1.57,0.75,0.03,3.07,8.17,6.58,5.26,3.8,12.52,NA,NA,-0.01,-0.01,348.5,NA
2498,368.5,927.3,342.1,918,32.6,930.1,20.5,63.7,33,41.6,6.94,3.59,2.23,4.53,6.63,907.7,2.2,2.6,47.9,294.2,,332.3,207.8,45.1,342.1,251.8,674.4,1.56,0.76,33.47,114.5,390.2,37.5,456.3,183.1,0.38,1.64,0.97,0.06,6.64,6.01,8.55,19.62,3.24,6.53,4791200,10,4.36,2.18,927.3,11.21
2499,801.1,1914.8,602.3,3142.6,-179.5,2815.7,147.4,225.8,145.2,163.9,7.19,4.62,4.69,5.22,27.81,3139.8,2.7,0.1,65.2,540.1,,579.2,729,1.3,602.3,586,1181.5,2.15,0.01,11.95,72,178.9,2.1,1704.3,401.6,0.68,1.31,0.96,0.01,2.22,6.19,4.35,,31.83,4.71,6517600,10,22.63,22.63,1914.8,NA
2500,67.8,117.8,67.8,74.7,3,75.7,2,5.4,2.2,1.2,7.23,2.95,2.68,1.61,2.99,72.7,0.9,0.1,41.6,29,,27.8,19.4,,67.8,26.2,95.6,0.69,0.11,0,,61.6,,50.3,10.3,0.62,1.22,0.41,0.3,63.29,2.72,5.29,29.55,2.64,9.36,4789000,10,0.23,0.23,117.8,6.53
2501,836.9,1426.1,767.2,1175.9,-2.2,1086.6,87.1,229.2,138.2,146.1,19.49,11.75,7.41,12.42,16.09,1165.5,3.3,5.3,104.8,662.3,,309.1,255.4,94.1,767.2,349.3,1076.3,0.72,0.18,10.79,82.8,561.6,50.7,647.3,273.3,1.2,1.52,0.4,0.06,9.72,7.97,3.32,86.22,61.57,5.07,10479149,10,8.33,8.33,1426.1,26.95
2502,369.2,451.2,245.1,137,12.5,185.1,-35.6,-14,-34.7,-23,-10.22,-25.33,-25.99,-16.79,-18.44,134,0.3,,63,12,,131.1,41.1,33.9,245.1,12,376.2,0.7,0.5,2.57,6.3,247.5,,97.4,51.5,0.88,2.06,0.53,0.34,35.33,3.17,5.55,3.45,3.75,2.54,6298240,10,-5.49,-4.12,451.2,-1.5
2503,174.7,218.1,167.9,95.7,4.3,93.1,6.9,23,11.6,16.8,24.03,12.12,7.21,17.55,4.16,93.3,1.2,1.2,12.5,157.2,,17.6,30.8,,167.9,159.4,185.5,0.16,0.05,0,,53.1,1.5,113.7,73.3,2,2.81,0.1,1.06,191.64,5.63,2.59,6.32,3.59,1.56,125000,100,55.2,55.2,218.1,NA
2504,5.2,19.6,4.7,52.6,-0.1,51.5,1,2.7,1.4,1.8,5.13,2.66,1.9,3.42,32.26,51.9,,0.7,2.5,0,,7,7.9,,4.7,0,11.7,2.91,0.77,0,,3.6,,14.6,3.3,0.85,1.29,1.49,0.02,1.45,7.21,6.74,58.87,53.03,15.96,NA,NA,0,0,19.6,NA
2505,31.7,249.3,18.7,447.2,7.8,457.5,-2.5,19.3,0.4,12.4,4.32,0.09,-0.56,2.77,-10.29,445.9,,1.1,5,22.4,,57.3,159,5.6,18.7,13.7,76,11.44,0,0,,14.8,,203.1,-13.2,0.52,0.94,3.06,0.01,1.53,4.79,4.75,41.3,8.72,7.58,600000,10,-3,-3,249.3,NA
2506,409.9,654.5,327.6,736.7,19.9,703.6,53,121.8,73.7,66.3,16.53,10,7.19,9,17.31,731.6,3.2,1.9,76.1,251.5,,62.6,219.8,44.5,327.6,152.1,390.2,0.57,0.19,14.71,48.2,263.4,0.8,263.4,43.8,0.73,1.16,0.19,0.07,8.9,4.05,5.09,27.07,20.49,6.19,7606634,10,10.66,10.66,654.5,NA
2507,117.1,305.8,111.7,317.6,-0.2,311.8,5.6,29.7,6.4,18.8,9.35,2.02,1.76,5.92,5.94,308.7,1.1,3.7,49.2,62.5,,119.2,74.9,,111.7,20.9,230.9,1.73,0.51,0,,133.3,8.9,143.6,11.6,0.52,1.07,1.07,0.08,13.82,3.82,5.51,84.72,4.34,9.96,4922000,10,1.14,1.14,305.8,18.46
2508,30.7,53.2,30.5,,,,,,,,0,0,0,0,0,,,,30.7,,,20.9,1.6,,30.5,-0.2,51.4,0.74,0.69,0,,7.9,,,-0.3,0,0,0.69,0,0,0,0,,,0,4350000,10,0,0,53.2,NA
2509,261.6,317.8,233.7,422.4,-1,324.2,97.2,198.3,164.8,160.5,46.95,39.02,23.01,38,55.64,386.3,3.3,4,399.2,-144.9,,,53.8,9.7,233.7,-165.5,233.7,0.14,0,16.05,37.5,53,,219.9,178.7,5.17,5.34,0,3.84,223.55,6.2,5.15,143.82,129.46,10.11,40907687,10,1.67,1.67,317.8,6.21
2510,1207.1,2387.8,1043.5,1592.9,-12,1318.5,262.4,353.1,279.7,275.2,22.17,17.56,16.47,17.28,39.53,1427.6,3.4,,175.2,363.7,,864.5,452.8,23.2,1043.5,330,1908,1.2,0.56,63.4,661.6,350.3,,1263.8,573.5,1.26,1.68,0.83,0.93,198.14,8.46,45.54,67.5,20.98,2.93,34462945,10,7.61,8.11,2387.8,NA
2511,65.2,111.2,59.2,247.2,0.1,240.2,7.1,17.1,12.4,11.3,6.92,5.02,2.87,4.57,12.39,244.7,2,,7.6,51.6,,0.1,51.3,0.6,59.2,57.8,59.3,0.81,0,7.26,4.3,20.7,,79.9,28.7,1.39,1.56,0,0.77,61.69,4.53,8.96,540.73,97.38,15.27,756000,10,9.39,9.39,111.2,11.19
2512,165.3,461.2,137.8,733.2,4.6,710.3,27.5,73.7,37.1,48.3,10.05,5.06,3.75,6.59,21.79,720.3,1.8,7.2,16,124.9,,139,152.9,28.4,137.8,91.8,276.8,1.78,0.52,24.24,33.4,182.7,15.1,206.2,-3.9,0.62,0.95,1.01,0.03,4.03,6.88,6.09,37.23,19.85,6.18,1600000,10,14.75,14.75,461.2,NA
2513,143.3,296.8,102.9,424.4,11.6,399.1,36.9,70.2,58.3,44.1,16.54,13.74,8.69,10.39,42.24,419.8,0.5,4,20,82.9,,81.3,103.7,8.9,102.9,82.9,184.2,1.55,0.17,15.26,15.7,82.6,,179.5,11.8,0.62,1.07,0.79,0.14,24.73,6.22,6.17,7.76,6.36,4.09,NA,NA,-0.02,-0.02,296.8,NA
2514,-12.3,387.4,31.1,300.8,0.4,345.4,-44.2,2.7,-44.2,-14.5,0.9,-14.69,-14.69,-4.82,-85.25,296.5,0.7,,316.8,-278.4,,244.5,104.5,,31.1,-285.7,275.6,10.69,5.21,19.61,6.1,327,0.1,44.4,-116.8,0.1,0.26,7.86,0.03,6.17,4.64,5.3,60.06,60.21,46.53,31683707,10,-1.4,-0.7,387.4,-2.25
2515,41.5,46.7,40.8,13.2,-0.2,12.9,0.1,1.8,0.2,1.4,13.64,1.52,0.76,10.61,0.25,13.2,,,54.7,-13.7,,0.6,4.4,0.7,40.8,-13.9,41.4,0.07,0.01,0,,5,,3.8,0.4,0.71,1.12,0.01,0.15,15.47,6.57,9.43,7.18,6.98,14.4,5468300,10,0.04,0.04,46.7,136.71
2516,572.2,537.4,253.7,631.2,0.3,586.3,45.2,94.2,60.8,61.9,14.92,9.63,7.16,9.81,21.41,626.1,5.1,,100.3,162.3,,144.1,72.6,53.1,253.7,128.4,397.8,0.79,0.27,1.42,3.6,273.7,,141.7,0.4,0.56,0.96,0.57,0,0.4,15.61,8.38,66.06,34.7,8.35,10030500,10,4.51,4.51,537.4,NA
2517,9.8,9.4,9,,,0.3,-0.3,-0.2,-0.3,-0.2,,,,,-3.19,,,,8.7,0.3,,,,0.4,9,0.3,9,0,0,0,,3.8,4.4,1.2,1.2,,,0,,1460,0,0,,,0,NA,NA,0,0,9.4,NA
2518,55,136.1,54.4,176.1,,175.7,0.4,10.9,1.1,7.4,6.19,0.62,0.23,4.2,0.74,176.1,,,13.9,40.5,,18.6,53.3,9.8,54.4,22.6,73,1.22,0.11,0,,52.4,1.2,62.9,-2.9,0.85,0.96,0.34,0.01,0.84,3.71,3.82,,,13.26,1386800,10,0.43,0.43,136.1,NA
2519,-0.7,141.3,13.7,146.8,2.6,156.2,-6.8,1.4,-8.7,-6.4,0.95,-5.93,-4.63,-4.36,-40.36,145.7,0.4,0.6,9.4,6.1,,54.2,69.7,1.9,13.7,4.3,67.9,8.26,1.51,3.65,0.5,10.2,21.6,91.9,-6.3,0.67,0.94,3.96,0.04,10.12,2.75,2.61,13.43,4.84,5.38,7038,1000,-554.13,-554.13,141.3,NA
2520,178.4,334.2,9.9,66.2,,74.8,-8.6,2.6,-8.6,-3.8,3.93,-12.99,-12.99,-5.74,-28.34,66.2,,,18.5,-8.6,,171.8,152.5,,9.9,-8.6,181.7,32.76,0,0,,109.2,,222.4,-88.5,0.23,0.69,17.35,0.02,39.96,0.83,2,,,0.74,50000,10,-172,-172,334.2,NA
2521,61.4,75.4,53.8,125.8,0,112,13.8,16.2,13.8,16.2,12.88,10.97,10.97,12.88,34.16,125.6,,0.2,68.6,-10.3,,16.5,0.6,,53.8,-14.8,70.3,0.32,0.19,0,,15.2,,26.5,19.7,2.36,3.9,0.31,0.87,19.09,216,17.09,,20.64,20.84,65144000,1,-0.02,-0.02,75.4,-20.63
2522,4222.6,5573,3473.6,9373.8,309.4,9042.5,640.7,1276.5,1008.2,824.8,13.62,10.76,6.84,8.8,19.66,9234.1,52.9,41.7,527.3,2946.3,,1.9,1962.6,134.9,3473.6,2439.4,3475.5,0.43,0,11.14,387,1102.3,,3579.9,1641.7,1.2,1.85,0,0.62,49.35,7.42,9.5,7.56,5.56,7.17,52732538,10,12.92,12.92,5573,22.28
2523,508.4,636.5,415.6,755.5,18.6,680.9,93.2,135,93.6,118.1,17.87,12.39,12.34,15.63,24.27,717,5.4,33.1,263.3,152.3,,176.8,44.1,,415.6,151.9,592.4,0.45,0.22,21.8,90.6,381.9,12.8,159.6,32.1,0.18,1.25,0.43,0.14,10.32,50.12,64.3,5.41,5.41,25.21,26330000,10,3.54,3.54,636.5,6.98
2524,4220.9,15161.3,1508.1,9509.9,179.1,8691.2,997.8,2106.4,1103.7,1511.3,22.15,11.61,10.49,15.89,205.94,8908.7,8.6,27.2,2399.1,-1081.7,,10692.7,1262.7,,3020.6,-2348.3,13713.3,7.84,4.57,400.5,6040,3029.3,78.8,10167.6,5140.6,1.26,2.02,8.09,0.04,8.27,6.52,1.96,4.06,2.71,6.52,154670800,10,3.96,3.96,15161.3,12.92
2525,840.8,1116.4,408.9,1418.8,30.7,1396,53.5,167.2,86.3,94.8,11.78,6.08,3.77,6.68,14.57,1345,50.9,0.7,266,143,,532.9,103.2,71.3,408.9,118.9,941.8,1.54,1.07,47.71,195.1,696.5,,209.9,41.8,0.36,1.25,1.3,0.18,8.54,26.78,90.57,24.02,22.85,11.36,11000000,10,2.85,2.85,1116.4,NA
2526,756.7,4719.4,663.3,7081.7,67.5,6981.4,167.8,354.6,252.8,187,5.01,3.57,2.37,2.64,27.41,7065.7,8.5,6.5,105,558.3,,1134.8,2910.9,10.4,663.3,558.3,1798.1,5.09,0,24.23,160.7,173.7,,3719.1,-302.6,0.7,0.92,1.71,0.05,10.21,3.68,3.31,16.44,13.71,9.86,10486700,10,16,14.7,4719.4,21.92
2527,4.2,12.6,3.6,31.5,0,30.3,1.2,2.7,2.3,1.5,8.57,7.3,3.81,4.76,38.1,31,0.1,,3,0.6,,5.3,3.2,0.5,3.6,0.6,8.9,2.06,1.47,0,,4.7,,5.3,2.1,0.31,1.66,1.47,0.31,12.54,15.66,310,19.86,15.65,8.93,30000,100,26.67,26.67,12.6,NA
2528,196.1,235.2,163,217.9,4.7,213.4,9.2,20,15.2,13.2,9.18,6.98,4.22,6.06,6.64,217.1,0.8,,39,124.1,,,68.1,4,163,94.5,163,0.39,0,14.91,24.3,26,0.1,135.7,68.9,1.13,2.03,0,0.23,26.76,3.68,4.32,16.75,16.55,2.78,2500000,10,3.72,3.72,235.2,NA
2529,110,215,86.7,287.5,1.1,267.4,21.2,44.5,30.7,24,15.48,10.68,7.37,8.35,27.11,283.1,0.8,2.1,5,81.7,,31.2,91.7,5.4,86.7,81.7,117.9,1.21,0.13,78.89,68.4,62.6,,137.7,32.4,0.87,1.3,0.36,0.06,8.56,4.12,4.07,62.03,20.27,4.43,499500,10,39.44,39.44,215,NA
2530,41,178.2,24.7,71.5,17.4,88.4,0.5,4.3,0.5,3.7,6.01,0.7,0.7,5.17,3.46,71.2,0.1,,42.7,25.3,,55.1,23.4,,24.7,-49.7,79.8,3.16,1.53,61.94,15.3,122.6,,47.9,9.5,0.42,1.18,2.23,0.05,11.84,9.7,10.39,11.23,7.97,9.93,NA,NA,0,0,178.2,NA
2531,1172.2,1880.6,785.3,1826.6,94.2,1849.3,71.5,244.3,103.8,132.3,13.37,5.68,3.91,7.24,12.69,1825.2,1.3,0.1,205.8,579.6,,828.9,215.3,51,785.3,271,1614.2,1.29,0.4,24.6,193.2,443,0.1,1380.2,650.4,1.13,1.86,1.06,0.52,84.99,9.08,4.64,14.81,5.11,7.32,24252680,10,2.95,2.95,1880.6,NA
2532,3268.9,9353.6,3268.9,,,,,,,,0,0,0,0,0,,,,1618.7,1657.7,,5826.8,250.4,,3268.9,1.2,9095.7,1.86,1.59,4.27,139.6,114.8,,272.9,201.7,0.25,0.31,1.78,0.01,,0,0,0,0,0,163095352,10,0,0,9353.6,
2533,433.2,1403.4,433.7,1556.7,64,1618.9,1.8,149.5,14.1,56.9,9.6,0.91,0.12,3.66,0.5,1547.2,,5.4,282.9,150.8,,599.4,340.2,30.1,433.7,65.2,1033.1,2.1,0.67,16.26,70.5,614.2,0.2,630.7,7.1,0.43,1.01,1.38,0.11,17.88,4.08,6.7,7.01,6.16,9.06,25494315,10,0.07,0.07,1403.4,223.08
2534,206,652.6,203,576.1,-1.9,566,8.2,61.2,10.7,42.2,10.62,1.86,1.42,7.33,4.07,564.7,6.9,4.5,20.5,182.5,,304.1,143.1,2.4,203,189.3,507.1,2.13,0.97,78.77,159.9,235.7,5.6,238.2,38,0.51,0.95,1.5,0.02,2.58,6.58,7.17,10.38,8.5,6.33,2045451,10,5.04,1.72,652.6,21.92
2535,11.9,8.8,8.7,,,,,,,,0,0,0,0,0,,,,8.7,0,,,0.1,,8.7,0,8.7,0.01,0,0,,,8.8,,-0.1,0,0,0,0,0,0,0,,,0,NA,NA,0,0,8.8,NA
2536,663.5,1151.2,572.9,1352.9,2.5,1275.7,79.7,111.7,90.2,85.8,8.26,6.67,5.89,6.34,14.83,1333.2,14.6,1,160,476.9,,119.8,391.2,3.3,572.9,250.3,692.7,0.88,0.21,0.1,0.6,168.9,162.6,692.9,302.2,1.12,1.77,0.21,0.22,25.72,26.92,4.88,41.33,41.67,5.22,32000000,5,2.5,2.5,1151.2,6.72
2537,397.1,469.3,396.6,56.5,,55.2,1.3,3.4,2.8,2.5,6.02,4.96,2.3,4.42,0.33,50.1,5.9,0.5,202.4,194.2,,,72.1,0.6,396.6,94.2,396.6,0.17,0,0,,10.5,312.2,64.5,-3.4,0.95,0.95,0,0.28,129.27,1.03,1.29,,,0,20240000,10,0.07,0.07,469.3,NA
2538,341.6,1572.9,315.3,1138.7,135.8,1170.1,104.4,266.4,165.9,167.6,23.4,14.57,9.17,14.72,45.43,1129.1,5,4.6,95.6,229.8,,777.6,433.5,36.4,315.3,279.7,1092.9,3.37,1.45,115.73,364.9,465.9,2.4,619.8,-108.9,0.29,0.85,2.47,0.18,52.66,4.24,15.95,31.41,5.01,6.02,9561500,10,10.92,10.92,1572.9,NA
2539,502.8,962.1,607.6,995.1,4.2,953.2,46.1,114.5,50.6,93.1,11.51,5.08,4.63,9.36,7.9,963,3.3,1.6,911.1,-300.4,,78.6,213.2,59.6,607.6,-414.3,686.2,0.44,0,30.76,186.9,423.4,,301.5,23.2,0.36,1.08,0.13,0,0.28,3.83,9.55,17.06,12.51,4.25,91105700,10,0.51,0.51,962.1,77.37
2540,795.4,1505.9,717.8,2073.5,,1853.4,220.1,436.6,314.2,307,21.06,15.15,10.61,14.81,36.21,1951.6,114.8,6.6,2.5,715.3,,407.7,347.3,33.1,717.8,715.7,1125.5,1.05,0.47,4.9,35.2,366.8,7.8,880.6,503.4,1.6,2.33,0.57,0.25,20.04,3.7,4.22,,,10.78,25000,100,8784,8784,1505.9,NA
2541,39.5,226.1,39.5,408.5,-3.2,394.9,10.4,28.7,12.4,17.6,7.03,3.04,2.55,4.31,30.36,406.6,0.9,0.4,35.9,29.1,,64.3,90.8,6,65,20.1,129.3,3.89,0.59,9.62,3.8,81.2,,128.8,-2.9,0.68,0.98,2.27,0.04,4.82,3.84,5.89,54.74,18.16,6.44,NA,NA,0,0,226.1,NA
2542,2386.6,13952.5,2164.8,8366.3,-193.7,7219.4,953.2,2015.6,953.2,1161.6,24.09,11.39,11.39,13.88,50.83,8339.8,20.1,4.2,433.7,3460.6,,8833.9,1067.7,,2284.8,1303,11118.7,6.66,5.69,140.18,3034.7,5757.1,601.9,4692.7,3213.9,2.72,3.02,4.14,1.74,150.61,5.08,17.66,26.8,22.58,11.31,31373066,10,30.65,30.65,13952.5,5.57
2543,108,459.6,86.9,333.9,-5.9,311.4,16.6,68.5,23.5,49.9,20.52,7.04,4.97,14.94,20.39,329.5,0.6,,52.6,34.3,,299.8,29.9,43,86.9,34.3,386.7,3.66,2.77,34.64,30.1,265.2,0.3,144.3,58.1,0.58,1.62,3.45,0.05,5.47,15.28,6.58,49.25,30.83,3.11,5351100,10,3.1,3.1,459.6,NA
2544,3.8,7.4,4.4,13.3,0.1,14.7,-1.3,-0.4,-1.4,-0.9,-3.01,-10.53,-9.77,-6.77,-25.74,13.3,,,2.7,1.9,,2.5,0.2,0.1,4.4,1.7,6.9,0.59,0,0,,3.5,,3.4,0.7,0.5,1.26,0.57,0.19,12.85,,14,38.31,35.11,8.67,NA,NA,0,0,7.4,NA
